Tag,MayRank,TotalRank,QuestionsInMay,QuestionsTotal
"gdi+","3292","1866","11","2358"
"asmx","3319","1729","11","2591"
"castle-windsor","3311","1746","11","2558"
"domdocument","3307","1995","11","2169"
"add-in","3328","1981","11","2183"
"sphinx","3236","2003","11","2151"
"marionette","3272","1879","11","2331"
"32bit-64bit","3326","2087","11","2062"
"actionmailer","3325","2121","11","2018"
"windows-phone-8","3222","293","11","18497"
"ranking","3251","3652","11","991"
"tmux","3229","3679","11","981"
"fread","3298","3637","11","994"
"processbuilder","3256","3645","11","993"
"linked-server","3270","3711","11","968"
"asp.net-identity-2","3318","3712","11","967"
"sample","3237","3689","11","977"
"shiro","3246","3692","11","976"
"sharing","3244","3553","11","1023"
"packet","3263","3516","11","1034"
"handle","3285","3495","11","1046"
"struts-1","3234","3496","11","1045"
"multicore","3262","3479","11","1051"
"netezza","3260","4024","11","866"
"comparable","3301","4035","11","863"
"behat","3320","4013","11","870"
"circular-dependency","3303","3975","11","883"
"sha256","3249","3976","11","882"
"cat","3312","3919","11","900"
"easeljs","3308","3920","11","899"
"7zip","3327","3921","11","899"
"lan","3266","3965","11","887"
"scrum","3242","3966","11","887"
"newrelic","3257","3808","11","937"
"comma","3302","3805","11","938"
"angle","3323","3788","11","943"
"tabbar","3231","3791","11","942"
"lua-table","3271","3897","11","910"
"webdeploy","3223","3872","11","917"
"freepascal","3299","3850","11","924"
"jta","3268","3851","11","923"
"addition","3329","3861","11","921"
"git-commit","3293","3834","11","928"
"bundling-and-minification","3309","3835","11","928"
"pcap","3265","3824","11","933"
"fixtures","3297","4188","11","816"
"resourcedictionary","3254","4143","11","830"
"blueimp","3315","4144","11","830"
"bookmarks","3314","4146","11","829"
"informatica","3278","4091","11","846"
"create-table","3304","4084","11","847"
"subroutine","3235","4085","11","847"
"autoconf","3316","4060","11","855"
"counting","3305","4196","11","814"
"ieee-754","3275","4197","11","814"
"rounded-corners","3243","4234","11","806"
"x509","3221","3159","11","1203"
"code-review","3300","3148","11","1208"
"multicast","3261","3164","11","1199"
"tvos","3230","3099","11","1229"
"landscape","3267","3088","11","1235"
"unzip","3226","3043","11","1263"
"google-maps-api-2","3290","2915","11","1335"
"race-condition","3252","2898","11","1345"
"ram","3250","2891","11","1348"
"tablelayout","3232","2987","11","1295"
"has-many-through","3287","2963","11","1305"
"android-pendingintent","3322","2966","11","1304"
"android-image","3321","3034","11","1270"
"browser-history","3313","3316","11","1128"
"http-get","3282","3318","11","1127"
"seekbar","3240","3282","11","1145"
"getline","3291","3255","11","1160"
"ini","3280","3216","11","1176"
"eof","3295","3249","11","1162"
"indexof","3277","3209","11","1180"
"samsung-mobile","3238","3201","11","1183"
"pid","3264","3198","11","1184"
"access-violation","3324","3196","11","1186"
"kill","3269","3191","11","1188"
"shortcode","3245","3193","11","1187"
"yum","3220","3380","11","1101"
"capture","3310","3354","11","1112"
"webmethod","3224","3333","11","1123"
"varchar","3225","3463","11","1056"
"horizontal-scrolling","3284","3400","11","1090"
"screen-resolution","3239","3406","11","1089"
"streamwriter","3233","3407","11","1089"
"embedded-resource","3296","2663","11","1517"
"inner-classes","3281","2669","11","1514"
"infragistics","3279","2658","11","1521"
"semantic-web","3248","2734","11","1466"
"hashcode","3288","2725","11","1471"
"jface","3273","2719","11","1481"
"nsurl","3259","2683","11","1506"
"uiviewanimation","3228","2773","11","1432"
"equality","3294","2821","11","1399"
"google-fusion-tables","3289","2877","11","1355"
"identity","3276","2297","11","1815"
"content-type","3306","2334","11","1779"
"send","3247","2377","11","1745"
"hidden","3283","2414","11","1706"
"guid","3286","2559","11","1591"
"java-web-start","3274","2528","11","1619"
"relative-path","3253","2511","11","1631"
"fastcgi","3358","2471","10","1667"
"oracle-adf","3395","2482","10","1656"
"copy-constructor","3349","2556","10","1596"
"gdi","3366","2595","10","1560"
"transparent","3425","2588","10","1564"
"pear","3389","2579","10","1574"
"code-behind","3354","2444","10","1684"
"game-center","3367","2343","10","1768"
"jtextarea","3387","2353","10","1763"
"soa","3416","2365","10","1753"
"like","3385","2370","10","1749"
"history","3373","2881","10","1353"
"android-dialogfragment","3335","2825","10","1397"
"traversal","3426","2750","10","1451"
"helper","3376","2795","10","1419"
"enumeration","3361","2805","10","1407"
"sml","3415","2801","10","1412"
"xml-rpc","3438","2690","10","1499"
"multilingual","3398","2700","10","1494"
"css-shapes","3351","2722","10","1473"
"mustache","3399","2661","10","1519"
"baseadapter","3338","2655","10","1522"
"explode","3362","2657","10","1521"
"mozilla","3403","2670","10","1514"
"tfs2013","3428","2602","10","1558"
"dry","3343","2621","10","1547"
"django-cms","3346","3395","10","1095"
"naudio","3401","3424","10","1080"
"robots.txt","3411","3426","10","1079"
"code-formatting","3353","3338","10","1119"
"outer-join","3394","3339","10","1118"
"spell-checking","3414","3332","10","1123"
"unique-ptr","3429","3376","10","1103"
"symbol","3423","3356","10","1110"
"large-files","3388","3183","10","1192"
"bigdecimal","3336","3215","10","1177"
"http-status-code-403","3379","3217","10","1176"
"execution","3364","3223","10","1175"
"visual-studio-cordova","3432","3312","10","1129"
"imagick","3378","3035","10","1270"
"broadcast","3340","2984","10","1296"
"mule-studio","3404","2920","10","1332"
"xls","3437","2942","10","1321"
"android-sensors","3334","3021","10","1277"
"void","3433","3064","10","1253"
"elf","3360","3071","10","1245"
"hierarchical-data","3375","3083","10","1239"
"extend","3363","3091","10","1233"
"sd-card","3413","3096","10","1231"
"has-many","3370","3167","10","1198"
"static-linking","3417","3147","10","1208"
"adodb","3330","3142","10","1211"
"assignment-operator","3339","4245","10","804"
"overriding","3393","4246","10","803"
"deep-copy","3347","4260","10","801"
"forum","3355","4064","10","854"
"git-push","3365","4054","10","857"
"hotkeys","3377","4093","10","845"
"pagespeed","3392","4147","10","829"
"result","3412","4151","10","828"
"ws-security","3435","4183","10","818"
"one-to-one","3397","3833","10","929"
"substr","3422","3838","10","928"
"restangular","3408","3869","10","918"
"access-control","3331","3856","10","922"
"filemaker","3359","3815","10","936"
"android-alarms","3333","3764","10","950"
"mysql-connector","3400","3783","10","945"
"bezier","3337","3967","10","886"
"rectangles","3410","3940","10","893"
"sqldatareader","3420","3922","10","899"
"class-diagram","3352","3932","10","896"
"messages","3406","3905","10","906"
"gpuimage","3371","3906","10","905"
"effects","3342","4007","10","873"
"sql-execution-plan","3419","4010","10","871"
"yield","3436","3472","10","1053"
"hlsl","3374","3561","10","1017"
"jquery-deferred","3381","3540","10","1026"
"vcl","3431","3550","10","1024"
"dql","3345","3579","10","1012"
"dynamic-linking","3344","3580","10","1011"
"jbpm","3380","3604","10","1003"
"master-detail","3383","3597","10","1005"
"wizard","3434","3687","10","977"
"gridbaglayout","3372","3713","10","967"
"ssh-keys","3418","3696","10","973"
"method-overloading","3405","3727","10","962"
"path-finding","3390","3731","10","961"
"ntlm","3396","3743","10","956"
"polling","3391","3636","10","994"
"treemap","3427","3649","10","991"
"nsdate","3402","1064","10","4550"
"maven-2","3384","919","10","5424"
"contacts","3348","2017","10","2137"
"vb.net-2010","3430","2224","10","1892"
"connect","3350","2205","10","1912"
"tumblr","3424","2186","10","1928"
"gnu","3369","2283","10","1829"
"lotus-domino","3386","2240","10","1876"
"pydev","3407","1978","10","2190"
"google-chrome-app","3368","1976","10","2193"
"android-5.0-lollipop","3332","1650","10","2741"
"relativelayout","3409","1722","10","2611"
"font-face","3356","1642","10","2764"
"margin","3382","1633","10","2782"
"forms-authentication","3357","1524","10","3023"
"capistrano","3341","1362","10","3456"
"sublimetext2","3421","1189","10","4019"
"box2d","3529","1540","9","2995"
"nsdata","3472","1903","9","2291"
"dreamweaver","3525","1935","9","2243"
"ejb-3.0","3526","1936","9","2241"
"objective-c-blocks","3483","1803","9","2460"
"ioc-container","3498","2237","9","1877"
"uitabbar","3445","2248","9","1867"
"clearcase","3513","2180","9","1937"
"internet-explorer-10","3497","2158","9","1967"
"appcompat","3539","2211","9","1908"
"document","3522","2075","9","2073"
"pygtk","3462","2138","9","1999"
"android-widget","3535","928","9","5331"
"entity-framework-4","3505","687","9","7444"
"windows-runtime","3442","628","9","8275"
".net-3.5","3540","860","9","5761"
"msdeploy","3478","3647","9","992"
"custom-fields","3519","3648","9","991"
"eager-loading","3527","3661","9","988"
"saxon","3458","3664","9","987"
"nancy","3475","3668","9","986"
"fscanf","3511","3631","9","996"
"embedded-jetty","3506","3644","9","993"
"synchronous","3453","3592","9","1008"
"key-value-observing","3489","3601","9","1004"
"truncate","3449","3558","9","1019"
"image-gallery","3496","3468","9","1054"
"nib","3474","3489","9","1047"
"functor","3500","3515","9","1034"
"dynamic-arrays","3523","3520","9","1033"
"explorer","3503","4016","9","867"
"listviewitem","3491","4040","9","862"
"visual-foxpro","3443","3993","9","878"
"gawk","3501","3973","9","883"
"friendly-url","3512","3909","9","905"
"template-specialization","3454","3916","9","902"
"url-encoding","3444","3901","9","908"
"gnupg","3499","3891","9","912"
"fine-uploader","3507","3918","9","900"
"textblock","3455","3949","9","891"
"salt","3457","3955","9","890"
"avcapturesession","3534","3784","9","944"
"next","3473","3787","9","943"
"angularjs-ng-click","3537","3792","9","942"
"jslint","3488","3823","9","933"
"titan","3447","3862","9","921"
"expand","3504","3841","9","927"
"distutils","3521","4156","9","827"
"r-caret","3460","4122","9","837"
"apache-karaf","3538","4129","9","834"
"performancecounter","3486","4089","9","846"
"mkdir","3471","4101","9","843"
"transfer","3448","4110","9","840"
"framebuffer","3510","4254","9","802"
"permission-denied","3487","4256","9","801"
"xmppframework","3439","4192","9","815"
"cairo","3528","4200","9","814"
"jboss-arquillian","3495","4207","9","812"
"qthread","3464","4203","9","813"
"force-layout","3508","4221","9","809"
"osx-elcapitan","3484","3136","9","1214"
"covariance","3515","3117","9","1223"
"cin","3514","3166","9","1199"
"ontouchlistener","3480","3171","9","1196"
"portability","3485","3180","9","1192"
"multiline","3479","3090","9","1233"
"glibc","3502","3037","9","1270"
"synchronized","3452","2951","9","1314"
"sha1","3459","2918","9","1333"
"flex-lexer","3509","2904","9","1343"
"named-pipes","3477","2905","9","1341"
"midi","3468","2971","9","1302"
"nutch","3482","3007","9","1283"
"profiler","3467","3012","9","1281"
"autocompletetextview","3533","3297","9","1135"
"modalviewcontroller","3470","3254","9","1160"
"public","3463","3251","9","1161"
"mkannotation","3469","3373","9","1105"
"submenu","3450","3341","9","1118"
"direct3d","3520","3347","9","1115"
"android-tabs","3536","3328","9","1124"
"dijkstra","3517","3329","9","1124"
"bottle","3530","3320","9","1126"
"dump","3524","3411","9","1088"
"production-environment","3465","3394","9","1096"
"restart","3461","3464","9","1056"
"boolean-logic","3531","3434","9","1071"
"designer","3518","3437","9","1070"
"joptionpane","3492","2606","9","1555"
"telerik-grid","3456","2714","9","1485"
"theory","3446","2715","9","1484"
"conflict","3516","2810","9","1407"
"line-breaks","3490","2768","9","1438"
"openfire","3481","2856","9","1375"
"profile","3466","2859","9","1373"
"nested-forms","3476","2357","9","1761"
"winsock","3441","2315","9","1800"
"jqplot","3493","2435","9","1692"
"audio-streaming","3532","2405","9","1719"
"structuremap","3451","2547","9","1605"
"jlist","3494","2524","9","1622"
"z3","3440","2517","9","1626"
"progressdialog","3626","2515","8","1629"
"terminology","3639","2506","8","1636"
"implementation","3592","2497","8","1643"
"git-svn","3580","2452","8","1677"
"expression-trees","3578","2540","8","1613"
"facebook-android-sdk","3579","2428","8","1694"
"drupal-views","3556","2429","8","1694"
"servlet-filters","3634","2446","8","1681"
"multiple-inheritance","3616","2388","8","1733"
"ghc","3581","2339","8","1771"
"xml-namespaces","3657","2371","8","1748"
"preferences","3629","2864","8","1367"
"observer-pattern","3612","2866","8","1364"
"appdelegate","3544","2884","8","1352"
"http-status-code-301","3586","2826","8","1396"
"clojurescript","3566","2832","8","1392"
"messagebox","3622","2745","8","1453"
"jsfiddle","3602","2779","8","1427"
"varnish","3648","2729","8","1468"
"fade","3573","2732","8","1467"
"laravel-routing","3607","2598","8","1559"
"gesture","3582","2671","8","1514"
"option","3610","2650","8","1526"
"lldb","3600","3446","8","1067"
"jtree","3603","3371","8","1106"
"jit","3598","3362","8","1108"
"flexslider","3568","3385","8","1099"
"appstore-approval","3545","3386","8","1098"
"libsvm","3606","3244","8","1163"
"alarm","3543","3265","8","1155"
"wrap","3655","3288","8","1138"
"shared","3633","3307","8","1131"
"atl","3548","3305","8","1132"
"inline-assembly","3590","3212","8","1178"
"contact-form","3562","3213","8","1177"
"wso2carbon","3656","3207","8","1180"
"jdeveloper","3599","3202","8","1182"
"nonblocking","3618","3204","8","1181"
"readonly","3631","3192","8","1188"
"cabal","3553","3003","8","1284"
"collation","3567","3004","8","1284"
"back-button","3547","2999","8","1288"
"c99","3552","2972","8","1302"
"analysis","3542","2965","8","1304"
"setup-project","3635","2979","8","1298"
"vimeo","3649","2995","8","1290"
"fadeout","3575","2929","8","1327"
"member","3625","3056","8","1257"
"spring-roo","3643","3089","8","1235"
"blocking","3549","3077","8","1241"
"multi-touch","3615","3138","8","1213"
"mysql-error-1064","3617","3140","8","1211"
"maven-assembly-plugin","3601","4219","8","810"
"undefined-reference","3646","4208","8","812"
"zooming","3660","4209","8","812"
"vector-graphics","3647","4082","8","848"
"memorystream","3623","4152","8","828"
"google-api-java-client","3584","4155","8","827"
"dynamically-generated","3557","4161","8","826"
"javax.imageio","3594","4182","8","818"
"group-concat","3588","3839","8","928"
"layout-inflater","3604","3840","8","927"
"enterprise","3576","3876","8","917"
"visual-studio-extensions","3651","3821","8","933"
"hibernate-search","3587","3822","8","933"
"criteria-api","3563","3811","8","937"
"c3p0","3551","3812","8","937"
"crystal-reports-2008","3565","3782","8","945"
"google-closure-compiler","3583","3754","8","953"
"pixels","3608","3755","8","952"
"stderr","3642","3969","8","886"
"filesystemwatcher","3572","3933","8","896"
"relation","3630","3935","8","895"
"flickr","3569","4008","8","872"
"cdata","3554","4012","8","870"
"webapp2","3652","4028","8","865"
"cultureinfo","3564","4029","8","864"
"iqueryable","3597","3514","8","1035"
"dynamics-ax-2012","3558","3533","8","1029"
"32-bit","3541","3530","8","1030"
"openxml-sdk","3609","3475","8","1052"
"memcpy","3624","3563","8","1016"
"leiningen","3605","3564","8","1016"
"infopath","3591","3551","8","1023"
"http-status-codes","3593","3543","8","1026"
"mschart","3621","3544","8","1025"
"ole","3611","3600","8","1005"
"android-location","3546","3607","8","1003"
"powerbuilder","3628","3576","8","1013"
"ebay","3555","3583","8","1010"
"privileges","3627","3630","8","996"
"filesize","3571","3669","8","985"
"modulo","3620","3670","8","984"
"super","3641","3657","8","989"
"scrolltop","3638","3660","8","988"
"openjpa","3613","3650","8","991"
"django-authentication","3560","3695","8","974"
"xmldocument","3659","3686","8","978"
"internet-explorer-8","3589","596","8","8656"
"sencha-touch","3636","1041","8","4695"
"ios7","3596","363","8","14894"
"table","3640","444","8","12070"
"show-hide","3637","2083","8","2067"
"title","3645","2110","8","2027"
"flot","3570","2119","8","2019"
"nsfetchedresultscontrolle","3619","2074","8","2075"
"html-helper","3585","2154","8","1972"
"opacity","3614","2163","8","1961"
"dependency-properties","3561","2252","8","1865"
"fadein","3574","2260","8","1858"
"exc-bad-access","3577","2261","8","1858"
"iostream","3595","2266","8","1849"
"directshow","3559","2291","8","1821"
"uialertview","3644","1813","8","2442"
"wpfdatagrid","3654","2009","8","2146"
"raphael","3632","1561","8","2946"
"visual-studio-2005","3650","1467","8","3151"
"breeze","3550","1684","8","2676"
"xcode7","3658","1173","8","4088"
"windows-xp","3653","1372","8","3434"
"struts","3681","1374","7","3416"
"elisp","3748","1317","7","3585"
"firebug","3751","1658","7","2725"
"angular-ui","3790","1663","7","2718"
"jruby","3721","1717","7","2620"
"haml","3737","1462","7","3158"
"nsurlconnection","3701","1501","7","3081"
"compact-framework","3754","1519","7","3033"
"licensing","3717","1982","7","2180"
"jfreechart","3727","1874","7","2338"
"operator-keyword","3706","2236","7","1878"
"nservicebus","3700","2210","7","1910"
"web2py","3666","2220","7","1898"
"paging","3713","2198","7","1915"
"mouseover","3697","2120","7","2019"
"windows-8","3668","515","7","10416"
"internet-explorer-9","3734","1070","7","4517"
"dynamics-crm-2011","3774","1120","7","4299"
"java-me","3731","849","7","5850"
"windows-phone","3665","776","7","6574"
"shapes","3691","3683","7","979"
"boost-python","3779","3688","7","977"
"paypal-adaptive-payments","3712","3709","7","969"
"credit-card","3758","3715","7","966"
"sybase-ase","3680","3734","7","960"
"objective-c++","3705","3746","7","955"
"lazarus","3718","3726","7","962"
"cloud9-ide","3756","3677","7","982"
"cascade","3776","3640","7","994"
"endianness","3747","3616","7","1001"
"cobol","3755","3617","7","1001"
"implicit","3732","3591","7","1009"
"nsurlrequest","3702","3582","7","1010"
"unions","3670","3608","7","1003"
"x++","3664","3549","7","1024"
"scrollviewer","3685","3557","7","1019"
"keydown","3723","3572","7","1014"
"strtotime","3682","3473","7","1053"
"definition","3767","3481","7","1050"
"extern","3743","3487","7","1048"
"symfony-2.1","3683","3488","7","1048"
"boost-spirit","3780","3492","7","1046"
"android-tablelayout","3789","3502","7","1042"
"android-logcat","3787","3513","7","1036"
"binary-data","3782","3521","7","1033"
"between","3786","3986","7","880"
"deferred","3766","3972","7","884"
"floating-accuracy","3753","3963","7","888"
"titanium-alloy","3673","3947","7","892"
"movement","3696","3937","7","894"
"chmod","3757","3753","7","953"
"xsd-validation","3662","3769","7","948"
"publishing","3695","3775","7","946"
"shutdown","3689","3813","7","937"
"launch","3720","3818","7","934"
"lighttpd","3716","3802","7","939"
"xcodebuild","3661","3877","7","915"
"producer-consumer","3694","3879","7","914"
"locationmanager","3725","3884","7","913"
"directory-structure","3771","3832","7","929"
"lattice","3719","3827","7","931"
"orbeon","3707","3828","7","930"
"flash-cs6","3752","4157","7","827"
"lotusscript","3726","4149","7","829"
"gevent","3742","4135","7","832"
"rhino","3688","4088","7","846"
"keytool","3722","4113","7","839"
"system.drawing","3684","4077","7","850"
"dst","3772","4066","7","854"
"email-validation","3749","4067","7","853"
"breadcrumbs","3778","4210","7","812"
"core-image","3760","4218","7","810"
"custom-adapter","3768","4191","7","815"
"mousewheel","3698","4257","7","801"
"facebook-access-token","3745","4251","7","803"
"labview","3714","4252","7","802"
"django-allauth","3769","4240","7","804"
"bluej","3781","4241","7","804"
"wiki","3669","3137","7","1213"
"gxt","3738","3135","7","1215"
"uac","3675","3126","7","1221"
"cassandra-2.0","3775","3114","7","1224"
"ksoap2","3715","3153","7","1205"
"filenotfoundexception","3750","3170","7","1196"
"grails-2.0","3736","3085","7","1238"
"restlet","3692","3093","7","1232"
"xsl-fo","3663","3102","7","1228"
"fwrite","3741","3046","7","1262"
"ivy","3730","2919","7","1332"
"alpha","3791","2893","7","1347"
"screen-orientation","3686","2992","7","1293"
"static-analysis","3677","2956","7","1310"
"directx-11","3770","3013","7","1281"
"ormlite","3708","3028","7","1272"
"unmanaged","3672","3020","7","1277"
"wcf-security","3667","3178","7","1193"
"cout","3759","3203","7","1182"
"back","3785","3222","7","1175"
"inotifypropertychanged","3733","3233","7","1171"
"multiplication","3703","3306","7","1132"
"depth-first-search","3764","3262","7","1157"
"autoload","3784","3259","7","1158"
"android-dialog","3793","3252","7","1161"
"mongoengine","3699","3268","7","1153"
"ncurses","3704","3387","7","1098"
"ioexception","3735","3393","7","1096"
"configure","3761","3364","7","1108"
"extends","3746","3330","7","1124"
"hibernate-criteria","3739","3331","7","1123"
"uniqueidentifier","3671","3353","7","1113"
"substitution","3679","3448","7","1065"
"dtd","3773","3453","7","1062"
"google-maps-sdk-ios","3740","3439","7","1070"
"absolute","3794","3403","7","1090"
"spree","3676","2651","7","1524"
"deprecated","3763","2660","7","1519"
"sse","3678","2601","7","1558"
"c#-2.0","3777","2622","7","1546"
"postgresql-9.1","3709","2629","7","1542"
"jquery-ui-draggable","3729","2684","7","1506"
"extjs4.2","3744","2752","7","1450"
"android-gridview","3788","2760","7","1446"
"jquery-isotope","3728","2831","7","1392"
"semantics","3690","2838","7","1387"
"delphi-xe","3765","2839","7","1386"
"poco","3711","2827","7","1395"
"android-context","3792","2819","7","1400"
"titanium-mobile","3674","2329","7","1786"
"portlet","3710","2317","7","1798"
"project-management","3693","2314","7","1801"
"computational-geometry","3762","2392","7","1729"
"bison","3783","2404","7","1719"
"sax","3687","2566","7","1585"
"lucene.net","3724","2484","7","1655"
"uipopovercontroller","3890","2456","6","1674"
"instruments","3835","2489","6","1653"
"tastypie","3880","2526","6","1619"
"javac","3844","2436","6","1691"
"opera","3853","2326","6","1788"
"tostring","3888","2341","6","1768"
"bufferedimage","3802","2348","6","1765"
"symbols","3883","2830","6","1394"
"jailbreak","3847","2868","6","1361"
"delphi-2010","3812","2746","6","1452"
"p2p","3855","2741","6","1455"
"template-engine","3879","2678","6","1509"
"ghostscript","3830","2735","6","1465"
"wcf-binding","3897","2711","6","1488"
"nested-attributes","3860","2652","6","1523"
"odp.net","3856","3404","6","1089"
"visual-studio-lightswitch","3898","3413","6","1087"
"railstutorial.org","3874","3445","6","1067"
"strongloop","3882","3334","6","1122"
"instance-variables","3836","3363","6","1108"
"app-engine-ndb","3796","3378","6","1102"
"repaint","3871","3381","6","1100"
"session-timeout","3875","3277","6","1147"
"nsfilemanager","3862","3278","6","1147"
"m2eclipse","3850","3319","6","1127"
"python-2.6","3868","3289","6","1137"
"projects-and-solutions","3869","3285","6","1141"
"subview","3884","3243","6","1163"
"image-manipulation","3839","3019","6","1278"
"facebook-apps","3829","3017","6","1278"
"dynamics-crm-2013","3803","3005","6","1284"
"clear","3819","2986","6","1295"
"android-sdcard","3797","2923","6","1331"
"default-value","3809","2908","6","1338"
"invoke","3834","2941","6","1321"
"uislider","3889","2935","6","1325"
"rtf","3877","2952","6","1314"
"username","3893","3065","6","1248"
"impersonation","3837","3181","6","1192"
"gsp","3833","3150","6","1207"
"globalization","3832","3113","6","1224"
"web-audio","3895","3143","6","1210"
"ddl","3810","3144","6","1209"
"datalist","3808","4237","6","805"
"same-origin-policy","3878","4227","6","808"
"filewriter","3824","4253","6","802"
"varargs","3892","4202","6","813"
"fragment-shader","3822","4217","6","810"
"oncreate","3859","4222","6","809"
"checkboxlist","3817","4073","6","851"
"modernizr","3864","4086","6","847"
"imageicon","3838","4087","6","846"
"java.util.concurrent","3846","4048","6","859"
"base","3799","4112","6","839"
"custom-action","3806","4131","6","833"
"diacritics","3813","4150","6","828"
"workspace","3899","4140","6","831"
"timespan","3887","4141","6","830"
"web.py","3896","4158","6","827"
"protected","3870","4159","6","827"
"conventions","3815","4165","6","825"
"onitemclicklistener","3858","4189","6","816"
"server-sent-events","3876","4190","6","816"
"stringstream","3881","4171","6","822"
"menubar","3866","4174","6","820"
"ls","3849","4179","6","819"
"outlook-2010","3854","3890","6","912"
"qwidget","3872","3773","6","947"
"event-log","3826","3770","6","948"
"ibatis","3841","3771","6","948"
"cgcontext","3818","3938","6","893"
"rails-routing","3873","3939","6","893"
"javacv","3845","3954","6","890"
"uinavigationitem","3891","3950","6","891"
"elmah","3825","3952","6","891"
"checkstyle","3816","3977","6","882"
"httpwebresponse","3840","4030","6","864"
"nstextfield","3861","4022","6","866"
"behavior","3798","4023","6","866"
"nose","3863","4004","6","874"
"dispatcher","3805","3536","6","1028"
"minitest","3867","3523","6","1032"
"onsen-ui","3857","3467","6","1055"
"git-rebase","3831","3575","6","1013"
"branching-and-merging","3801","3577","6","1012"
"identifier","3842","3611","6","1002"
"android-broadcast","3795","3639","6","994"
"auto-update","3800","3643","6","993"
"spring-ws","3885","3632","6","995"
"macports","3851","3665","6","987"
"javascript-framework","3843","3752","6","953"
"device-driver","3814","3750","6","954"
"webservice-client","3894","3745","6","955"
"datediff","3807","3714","6","967"
"extjs4","3828","909","6","5499"
"jquery-ui-dialog","3848","2035","6","2117"
"drupal-modules","3804","2171","6","1949"
"colorbox","3820","2274","6","1836"
"mpmovieplayercontroller","3865","1930","6","2254"
"postback","3852","1732","6","2578"
"delphi-xe2","3811","1778","6","2498"
"flash-builder","3823","1472","6","3141"
"ubuntu-12.04","3886","1602","6","2853"
"facebook-like","3827","1340","6","3506"
"flex4","3821","1199","6","3982"
"hudson","3956","1701","5","2647"
"joomla2.5","3951","1665","5","2713"
"android-mapview","3991","2012","5","2142"
"assemblies","3986","1948","5","2224"
"tomcat6","3910","2225","5","1889"
"dos","3980","2226","5","1882"
"itemscontrol","3954","3710","5","968"
"sharepoint-designer","3925","3702","5","971"
"realloc","3929","3693","5","976"
"google-docs-api","3963","3694","5","976"
"wpftoolkit","3900","3751","5","954"
"global-asax","3962","3737","5","959"
"cloud-code","3971","3721","5","964"
"doctype","3981","3656","5","989"
"timing","3911","3638","5","994"
"qunit","3927","3581","5","1011"
"execute","3965","3602","5","1004"
"attr","3985","3594","5","1007"
"android-gallery","3992","3573","5","1014"
"w3c","3907","3569","5","1015"
"android-maps-v2","3990","3474","5","1053"
"xmlserializer","3902","3480","5","1050"
"quartz.net","3928","3493","5","1046"
"textmate","3913","3522","5","1033"
"rollback","3923","3504","5","1040"
"joomla-extensions","3952","3509","5","1038"
"openoffice.org","3936","4011","5","871"
"mandrill","3942","4017","5","867"
"controllers","3973","4031","5","864"
"provisioning","3930","4046","5","860"
"membership","3932","4039","5","862"
"detect","3975","3982","5","881"
"bxslider","3983","3979","5","882"
"strtok","3917","4000","5","876"
"knockout-mapping-plugin","3949","3968","5","886"
"xstream","3904","3951","5","891"
"addressbook","3994","3942","5","893"
"keyevent","3944","3936","5","894"
"case-sensitive","3984","3911","5","905"
"smtpclient","3916","3923","5","899"
"word-wrap","3901","3904","5","906"
"gac","3964","3772","5","948"
"managed-bean","3941","3774","5","946"
"ontouchevent","3935","3803","5","938"
"html.dropdownlistfor","3960","3817","5","935"
"telerik-mvc","3918","3889","5","912"
"jtextpane","3947","3875","5","917"
"osmdroid","3937","3867","5","919"
"controltemplate","3972","3829","5","930"
"coldfusion-10","3969","3830","5","930"
"custom-component","3978","3853","5","923"
"selecteditem","3924","4160","5","827"
"android-cursoradapter","3993","4117","5","838"
"io-redirection","3957","4111","5","839"
"fileinputstream","3967","4109","5","840"
"saxparser","3920","4107","5","841"
"jshint","3946","4059","5","855"
"mkannotationview","3931","4076","5","850"
"findbugs","3966","4072","5","851"
"togglebutton","3912","4068","5","853"
"csh","3974","4215","5","811"
"zoo","3903","4216","5","810"
"weak-references","3905","4201","5","814"
"datanucleus","3976","4198","5","814"
"bandwidth","3987","4249","5","803"
"scaffolding","3921","4250","5","803"
"resx","3922","4230","5","807"
"mediacodec","3933","4242","5","804"
"cycle","3979","3132","5","1216"
"fancybox-2","3968","3120","5","1222"
"jquery-masonry","3950","3128","5","1219"
"has-and-belongs-to-many","3959","3129","5","1218"
"lex","3948","3110","5","1226"
"jnlp","3953","3156","5","1204"
"spring-webflow","3915","3169","5","1197"
"ada","3995","2978","5","1298"
"jquery-ui-tabs","3945","2964","5","1305"
"perl-module","3940","3018","5","1278"
"slidetoggle","3926","3221","5","1176"
"android-listfragment","3989","3279","5","1146"
"idisposable","3955","3284","5","1142"
"uitoolbar","3909","3253","5","1160"
"partial","3939","3264","5","1156"
"nswindow","3934","3370","5","1106"
"pic","3938","3438","5","1070"
"uicolor","3914","3444","5","1067"
"backbone-views","3988","3384","5","1099"
"datamapper","3977","3397","5","1094"
"grails-plugin","3958","2780","5","1426"
"coldfusion-9","3970","2855","5","1376"
"live","3943","2852","5","1379"
"build-automation","3982","2447","5","1680"
"web-parts","3908","2587","5","1566"
"watir-webdriver","3906","2505","5","1636"
"glut","3961","2502","5","1640"
"tablesorter","3919","2457","5","1674"
"iron-router","4018","2507","4","1634"
"facebook-ios-sdk","4012","2430","4","1693"
"t4","4057","2814","4","1405"
"nsmanagedobject","4039","2811","4","1406"
"sql-server-express","4061","2756","4","1447"
